,text,sentiment
386107,No matter how close i pull up to the atm im always too little ,negative
263222,beautiful weekend...grilled out both days....loved it !!!....back 2 work tomorrow ,negative
1002138,@cory_prowse I've already been preaching ,positive
724206,funnest day/night at @epicsarah's &lt;3 work tomorrow 10-4 ,negative
840548,dressed getting my hair touched up BABYSHOWER  ugh it looks so nice ima twitpic it later,positive
1102003,@ThatAngelGirl that's great!  coaches are good people ,positive
352098,Ah! The news today was mostly grim.  Hope you enjoyed the links. Can't believe a friend was almost kidnapped. Fuck this town! Ugh!,negative
1380022,Happy 150th Birthday Queensland! ,positive
945842,having the hubs cook me some dinner ,positive
1130815,@Loulou_belle I know you are ,positive
753755,I'm at my home away from home.. The library! ,negative
769288,@johnherman i can't upload  hows the fiesta treating you? #fiestamovement: @johnherman i can't upload  hows .. http://tinyurl.com/nytcx5,negative
604704,This's might be my last tweet. I'm grounded... Oh am gon miss reading everybodys' tweet. I knw I'm dissapointing to someone. I'm so sorry ,negative
95673,wow its hot and rainy ,negative
348736,@MLB_Updates I basically never trade. Too many stupid people that aren't willing to trade unless you are the one getting screwed! ,negative
160584,"friday here at last, not much fun when your skint though ",negative
1373956,Smith's olde bar. Along with @keclubbe @littlelubbe05 &amp; @therealalex. Watching  @maxmitchell &amp; @carldylan make sweet sweet music. ,positive
326987,@evan just trying to help your career. ,negative
149284,ugh  I'm off to school!,negative
829288,The sun is shining here in Aberdeenshire today - a day in the great outdoors for us - hope the sun is shining where you are ,positive
1119030,@abrad45 i will beat @plantsvszombies eventually. jearous of your breffast.  and aw bailey ,positive
257323,I want the animal blog to reblog my dog  http://tumblr.com/xxa1x12gn,negative
956919,Watching kings of leon live at roskilde  my favourites,positive
1271988,@Larona1405...was gonna call you but ahhh...check yah in the am MmWah! Love you Sis ,positive
954308,@dejanaykeyera TWEEZY!!!! it's like old times again ,positive
505079,"@mitchellscott luckily I have till July 15, 2010 for mine but when I called today about my client's black MacBook, it expires tomorrow ",negative
449031,estooyy mareadaaa  nosee que ondii ,negative
26418,got her stuff from the laundry shop. namansahan lgi akong spongebob yellow shirt.  http://plurk.com/p/p12ep,negative
489555,"Wishing I was playing L4D, stuck in municipal court instead.  in North Haledon, NJ http://loopt.us/TbTxjg.t",negative
1251414,@ladygaga http://bit.ly/k345R please check this out Venetian PPrincess made it and she would love it if you saw it ,positive
156496,I'm going to need to quit.. in order to get fit  (accidental rhyme),negative
885160,hey everyone! manny pacquiao won! ,positive
561187,thinks nothing makes a day great like waking up to find your new quad server doa. ,negative
1153570,"@Hans_Karl Yeah, I never really liked coffee much anyway, but then I got some from coffeefool.com and it changed my world. Off it now tho ",positive
728559,@Pink i could have gone to go watch you but im under age ,negative
1063289,at the lake for the weekend; catching some sun and wakeboarding!     I &lt;3 California ,positive
882894,@marklee3d Glad you had fun bowling!!  ,positive
626977,Just finished interview with Frank Pastore on KKLA - now for some dinner and a night of writing. I hate deadlines ,negative
1221020,@zaca why thankyou  i thought i might see what all the fuss was about!!,positive
501888,@omgitsashton I hope you feel better soon ,negative
181222,Mayberry ,negative
1216416,Goodmorning twitters!!! Had an intense night watching the MTV Movie Awards...too glad twilight won 5 awards...Rob was soooo sexy!!! ,positive
231475,Another hooottt daaay!!! Let's count how many sun do we have today...  oneee.... Only one?! Oh please forgive us God... ;p,negative
1089243,Lol i list of things to look for in a guy. Lol ,positive
1050518,I have a new puppy!!  Now I have 2 ,positive
203544,@chariito_arg aww dun be mad ,negative
298532,@Spook26 dad said he saw him with his own band before i was born and he did ALL the singing then but dad doesnt have his tapes anymore ,negative
612723,it is way tooo hot outside.........  ,negative
955595,@gashiya too pretty to a point where most of them think they're the prettiest in the world. But no ones complaining ,positive
663704,hello?? y dont any of u reply 2 any of ur fans? ive just bein curious..but i understand  ,negative
1509484,@mksammyposada What do you think is the best twitter tool? I like tweet later. http://www.tweetlater.com/86234.html ,positive
1440992,waiting on @helicoptergoes to see boobage ,positive
306130,"@deevazquez yup yup, thats wat it is... wat u got planned for tonite? im watchin ppl play xbox while i work ",negative
691247,Nooo! Theyre trading in my mustang!! ,negative
1543468,The Wilroc Strawberry Cup Racing on the Saturday was even better.  Awesome weekend of fun and racing adventure. ,positive
1268300,@leahmstafford too far to go home?  I&quot;ll be in C-bus tomorrow afternoon if you're still there.  ,positive
359554,Taking Back Sunday was amazing last night! Fun show with the exception that i think my nose is now broken  and my body is sore,negative
130244,@spencerpratt Damn! I Wish I Could But  I Live In England ,negative
1525255,"Busy week.....last week of teaching for the year, Rich's 27th Birthday and Collin is due ",positive
506718,... still problems with my internet connection at home ,negative
771832,@JizBSB i went to the dentist... im going on thurs to get all 4 teeth pulled ,negative
787467,Hates arguing on the iPhone or cellphones. There's no way to slam the phone down without causing yourself heartbreak. ,negative
263138,this may be tmi but i'm ready to barf everywhere...EVERYWHERE ,negative
1472619,@_fancypirouette AHAM AHAM! ARGENTINA!! ,positive
1224571,@what_bugs_u you bug me ,positive
189498,@joeypage you... errhhh ,negative
1019369,Half the exams over ,positive
525712,@alyjonas omg! hahaha. but u got jb's cd. so the nasty smell was worth it. i still gotta wait.  i would have walked and let the rain just,negative
1412273,just bought the hottest tweed Rebecca Taylor skirt from gilt.com... LOVE it. let me know if you want an invite ,positive
92802,"Loved StarTrek! and Wolverine! and just wants to sit and read all day everyday, but he has to find a job. ",negative
1186630,@Newilli Hey I am here to serve ,positive
1515895,is finally done with most of her work and is now watching Coraline ,positive
488353,@jayLOVELY lmao aw if ur sayin dat he must b atleast 21  hahaha,negative
216688,@RiotousRockers the only guy on the dancefloor old enough to remember that tune the second time around ,negative
530472,@shianne517 More so on Spaced than anything else! I think it's the beard. Not so much any more...10 years on and he has aged dreadfully ,negative
1231148,"is having coffee after a long walk in the woods with Finja  god I can't feel my legs .... lol,  my thoughts are flying to my special w ...",positive
612760,@xdancer6x aw no! That's horrible! ,negative
923064,"@edhat1 No response from Rosie today, but she's happy to accept wine or cake ",positive
297730,www.jumpsoverthelazydog.com Vacation over  Toon from the 30th is reasonless. Todays CanO'Bees mouse over text is a reference to ICP,negative
702254,"Pouring down in NYC, just got my hair done ",negative
1402735,yay daddy's party tonight ,positive
1374512,"@lavsmohan i wonder if u know i am a gujju too!   but i know what u mean, some guys also wear *same* outfit everyday for exam! ugh.",positive
553333,@misfitduck  sounds like coffee will be the drink of the day!,negative
9982,just woke up. im still dizzy. ,negative
1213387,"If you look at the tweets for trending topic 'New Moon', you'll notice only female tweeple are tweeting that... ",positive
590197,frightened my the lightening. everyone is entitled to a fear and lightening is mine. my heart is racing ,negative
1075156,"Ooh, I got e-mail saying my kh.com orders have been shipped! @tinystrings - thanks a thousandfold ",positive
696282,"@kirstiealley The transmission lines can be as close as 15 ft. from our homes. It causes all kinds of illnesses in kids. Leukemia, exct. ",negative
970185,Thank God for little yellow birds that bring a smile to my face ,positive
60179,taking a shower .. sick  just one more day  looking forward to carina to come on this evening xD,negative
1450177,Newbie to Twitter!!! ,positive
1594044,@charlottedonlon Sounds like a plan! ,positive
1099486,hhaaha tumblr is signed on to @gcrush's account on this computer.. i was wondering why it seemed different ,positive
1258133,"Kel, I cant hang out with you anymore!! Im really sad!! Ur my bffl!! Im sorry!! Burgen ",positive
453806,Not feeling great so going to bed soon ,negative
1269148,@tabloidterror fantastic...will be watching  have a great rest of the day xx,positive
1096951,@Starzlife Thank you!! ,positive
1160926,is in alliterative agony. ,positive
756893,found out i'll be layed off for the entire week  it's not good $wise but i'll have some time to paint. also more piano practice time!,negative
899475,@gotexpenses ... How and where to apply the promocode ?? thanks ,positive
1219553,Waiting for my food ,positive
190407,Awake stoopidly early - can't sleep again ,negative
490541,@_emmajane_ haha i might just leave the heavy drinking till the night! even though i get the worst hangovers ,negative
831944,@Beverleyknight Get urself a nice cupa tea &amp; get James round to give you a hug!!  (I think thats his name!) x x x,positive
195194,The queue at the supermarket is huuuuge! ,negative
220506,Cavs are fucked. They just can't win in Orlando I guess. No Kobe/Lebron dream match this year ,negative
1368298,@mordecaidesign If I were an AD I'd hire you on in a minute! ,positive
30633,is crying becuase i wish i had an awesome sweet boyfriend.. just like on tv ,negative
96175,@JAGnLA I have one closer but everything in simi closes early ,negative
86065,is drunk and sad about her missing gig bag.  ,negative
71694,the broken spirit of an enthusiastic little girl is a sad thing indeed. damn vastness of texas!! goodnight. ,negative
892673,Taking calls now. Also~this is one of the coolest things I've seen in awhile.   http://tinyurl.com/ctlhu9,positive
1269203,i've been talking to dre basically alllll day. he's quiet fab ,positive
1547150,I really want the sun to shine tmorro so I can play on the field in college ,positive
